sentence	label
But when you kick in $22 billion anyou only get back $5 billion, something is wrong, because in aviation it is not like that, in highways anroads it is not like that.	N
We are going to raise it anI really woullike to work cooperatively with the Administration to see whether we cannot get a more reflective anbalancesystem for money contributefrom this industry angetting it back, in terms of whether it is seaport security or whether it is in terms of port development or whether it is in terms of U.S. maritime fleet expansion.	N
You know, I think a lot of people think that, well, all these tonnage taxes anall these other things are coming right back to the industry, anit is really not.	N
I think that you uniquely bring some qualifications to this job that are in keeping with what this Committee anthis Congress wants to see in a Maritime Administration.	D
My daughter works with a law firm in New Orleans ancalleme yesterday, because I am in the Hart Building--well, I am not really in the Hart Building.	N
I am supposeto be in the Hart Building, but the Hart Building is closed, so we have not been getting all of the mail.	N
One of the clients in their law firm has written a very strong letter of support to me on your behalf, asking that I support you for Maritime Administrator.	N
Since we hanot respondebecause we hanot gotten the letter, they got my daughter to call me anto say----	N
I thought she was calling asking for money, but she was calling to ask me to support your nomination.	N
I said, ``Well, call the people back antell them not only am I supporting it, I am chairing the confirmation hearing, so you are in really gooshape''.	N
With that, we hope that this Committee will--I woulimagine we will try anhave something off the floor whereby we will report this nomination anget it to the floor so you can get to work, Captain, angoosailing.	N
